Company A,Company B,start,end,Sentence,Type,Degree,Url
Nuvoton,Panasonic Semiconductor Solutions Co.,66,0,"Panasonic Semiconductor Solutions Co. (PSCS) will be rebranded as Nuvoton Technology Corporation Japan, reported Anue.. Nuvoton has acquired a 100-percent equity stake in PSCS, which supplies semiconductor-related technologies and products, including image sensors, microcontrollers, and field-effect transistor.",financial,direct,https://www.taiwannews.com.tw/en/news/3999523; 
Nuvoton,Green Hills Software,0,41,Nuvoton Technology Corporation Japan and Green Hills Software Deliver Safe and Secure Digital Automotive Instrument Clusters.,tech,direct,https://www.prnewswire.com/news-releases/nuvoton-technology-corporation-japan-and-green-hills-software-deliver-safe-and-secure-digital-automotive-instrument-clusters-301211401.html
Nuvoton,Tower Semiconductor,71,93,The value of the deal that Panasonic has announced excludes the amount Nuvoton would pay for Tower Semiconductor’s stake in the joint venture.,financial,direct,https://camerajabber.com/panasonic-sells-its-sensor-business/
Nuvoton,Winbond Electronics,0,26,Nuvoton was spun-off as a Winbond Electronics affiliate in July 2008 and went public in September 2010 on the Taiwan Stock Exchange (TWSE).,financial,direct,https://www.prnewswire.com/news-releases/complete-new-cloud-to-device-solution-gives-proven-way-to-implement-secure-over-the-air-firmware-updates-in-iot-devices-301254613.html
United Microelectronics Corporation,VIRTUS,97,25,"Other organisations that VIRTUS has forged close partnerships with include Agilent Technologies, United Microelectronics Corporation, Broadcom Corporation, and the Institute of Microelectronics.",tech,direct,https://www.eurekalert.org/pub_releases/2010-10/ntu-nrd102010.php
United Microelectronics Corporation,Cadence,24,124,"Inc. (Nasdaq: CDNS) and United Microelectronics Corporation (UMC), a global semiconductor foundry, today announced that the Cadence® millimeter wave (mmWave) reference flow has achieved certification for UMC’s 28HPC+ process technology.",tech,direct,https://www.businesswire.com/news/home/20200723005102/en/Cadence-and-UMC-Certify-mmWave-Reference-Flow-on-28HPC-Process-for-Advanced-RF-Designs
United Microelectronics Corporation,Fujian Jinhua Integrated Circuit,96,37,"On November 1st prosecutors indicted Fujian Jinhua Integrated Circuit, a Chinese chipmaker, and United Microelectronics Corporation, its Taiwanese partner, accusing them of stealing trade secrets from Micron, a big American firm.",tech,direct,
United Microelectronics Corporation,Micron,96,201,"On November 1st prosecutors indicted Fujian Jinhua Integrated Circuit, a Chinese chipmaker, and United Microelectronics Corporation, its Taiwanese partner, accusing them of stealing trade secrets from Micron, a big American firm.",tech,direct,
United Microelectronics Corporation,GlobalFoundries,133,113,"Intel is increasing its engagement with Taiwan Semiconductor Manufacturing Company Limited (NYSE: TSM), Samsung, GlobalFoundries and United Microelectronics Corporation",tech,direct,https://www.digitimes.com/news/a20200930PD206.html; 
United Microelectronics Corporation,GlobalWafers,83,0,"GlobalWafers’ customers include the Taiwan Semiconductor Manufacturing Co. (TSMC), United Microelectronics Corporation (UMC), Samsung, and other major multinationals.",tech,direct,https://topics.amcham.com.tw/2020/12/december-rundowns-business-w1/
United Microelectronics Corporation,Innovative Foundry Technologies,215,0,"Innovative Foundry Technologies LLC (IFT US) announced that its Dutch subsidiary, Innovative Foundry Technologies B.V. (IFT BV) has initiated patent litigation in Germany against Taiwan-based semiconductor foundry, United Microelectronics Corporation (UMC), for infringement of one of IFT BV's semiconductor fabrication patents.",tech,direct, https://www.prnewswire.com/news-releases/tsmc-and-umc-deals-conclude-the-first-wave-of-innovative-foundry-technologies-foundry-licensing-program-300948650.html
United Microelectronics Corporation,Qualcomm,100,0,"Qualcomm executives reportedly approached the Taiwanese Semiconductor Manufacturing Company (TSMC), United Microelectronics Corporation (UMC), and Vanguard International Semiconductor (VIS) about handling some of its production needs.",tech,direct,https://www.theburnin.com/industry/qualcomm-considers-making-new-deals-taiwanese-foundries-2020-09-22/
United Microelectronics Corporation,Sensirion,55,31,"Swiss microsensor manufacturer Sensirion and Taiwanese United Microelectronics Corporation, are teaming up to produce medical related ICs used in the battle against the Covid-19 pandemic.",tech,direct,https://evertiq.com/design/49690
Elan Microelectronics,Apple,22,0,"Apple paid the sum to Elan Microelectronics Corp, after the company initiated patent infringement against it in a US court in 2009.. Within the last year, for example, Apple was sued by the Taiwanese company Elan Microelectronics over alleged infringement of touch-screen patents.",law,direct,https://thenextweb.com/news/taiwans-au-optronics-settles-patent-dispute-with-samsung; 
Elan Microelectronics,Jinco Universal,21,80,"Previously reported, Elan Microelectronics partnered with smart card integrator Jinco Universal and security solution firm Korea Smart ID (KSID) to develop smart cards with an embedded fingerprint sensor.",tech,direct,https://www.biometricupdate.com/201704/elan-microelectronics-issues-financial-results-for-q1-2017; 
Elan Microelectronics,Metanoia Communications,41,0,"Metanoia Communications, a subsidiary of Elan Microelectronics, was established in Hsinchu Science Park, Taiwan.",financial,direct,https://www.businesswire.com/news/home/20200301005079/en/Metanoia-Announces-the-Closing-of-a-19.3M-New-Round-of-Funding-and-Its-Entry-Into-the-5G-Market
Global UniChip,Apple,118,173,"In June we reported that TSMC (Semiconductor Manufacturing Company) and its Integrated Circuit Design service partner Global UniChip had secured a three-year agreement with Apple to supply foundry services for the next A-series chips built using 20nm, 16nm and 10nm process nodes",tech,direct,https://gadgets.ndtv.com/mobiles/news/apple-signs-fresh-agreement-with-samsung-for-supplying-iphone-chips-report-392391
Global UniChip,TSMC,118,25,"In June we reported that TSMC (Semiconductor Manufacturing Company) and its Integrated Circuit Design service partner Global UniChip had secured a three-year agreement with Apple to supply foundry services for the next A-series chips built using 20nm, 16nm and 10nm process nodes.",tech,direct,https://www.patentlyapple.com/patently-apple/2013/09/tsmc-on-track-to-produce-apples-2014-20nm-a8-processor.html
Global UniChip,Ambarella,167,0,"Ambarella is hands off when it comes to manufacturing its SOCs. It outsources all aspects of the process including packaging and tests of the semiconductor devices to Global UniChip Corporation, located in Taiwan, and Signetics Corporation.",tech,direct,https://www.fool.com/investing/2017/07/14/where-in-the-world-is-ambarella.aspx
Sitronix Technology,LG Group,57,43,"Silicon Works, an affiliate of Seoul-based LG Group, and Sitronix Technology of Taiwan, took the fourth and fifth spots by earning $140 million and $170 million, respectively.",financial,direct,http://www.theinvestor.co.kr/view.php?ud=20191021000848
Andes Technology, RISC-V Foundation,39,134,"MONTREAL, Dec. 10, 2019 /PRNewswire/ - Andes Technology, a leading Asia-based supplier of high-performance low-power compact 32/64-bit RISC-V CPU cores and a founding Platinum member of the RISC-V Foundation, and Montreal based AI startup Deeplite, Inc., the creators of Lightweight Intelligence™ making deep learning AI models smaller, faster and more",financial,direct,https://www.prnewswire.com/news-releases/andes-technology-and-deeplite-inc-join-forces-to-deploy-highly-compact-deep-learning-models-into-daily-life-300972366.html
Andes Technology,Amazon,108,53,"By combining the RISC-V platform with solutions like Amazon FreeRTOS, AWS IoT Greengrass, and AWS IoT Core, Andes Technology can help developers to create comprehensive and competitive RISC-V-based IoT systems.",tech,direct,https://www.globenewswire.com/news-release/2019/12/09/1957955/0/en/Andes-Corvette-F1-N25-Platform-Becomes-one-of-the-first-RISC-V-Platforms-Qualified-for-Amazon-FreeRTOS.html
Andes Technology,EdgeQ,23,0,"EdgeQ has licensed the Andes Technology core with Andes Custom Extension (ACE), that enables EdgeQ to design, extend, and customise their own instruction sets to achieve new performance, features, and power profiles that it says are, at present, unavailable to existing solutions for the wireless infrastructure.",tech,direct,https://www.newelectronics.co.uk/electronics-news/edgeq-delivers-converged-5g-and-ai-silicon-platform/234058/
Andes Technology,Electronics Corporation,141,0,"Electronics Corporation (TSE:6723), a premier supplier of advanced semiconductor solutions, today announced a technology IP cooperation with Andes Technology, an advanced supplier of RISC-V based embedded CPU cores and associated SoC development environment.",tech,direct,https://www.businesswire.com/news/home/20201001005241/en/Renesas-Selects-Andes-RISC-V-32-Bit-CPU-Cores-for-its-First-RISC-V-Implementation-of-ASSPs
Andes Technology,Imagination,76,18,"Earlier this year Imagination announced it was working with CPU IP supplier Andes Technology to integrate the N22 RISC-V MCU IP from Andes with Imagination’s Ensigma low-power IP for Wi-Fi, Bluetooth, IEEE 802.15.4",tech,direct,https://www.eetasia.com/imagination-gpu-joins-sifive-risc-v-design-ecosystem/
Andes Technology,Menta,120,3,"-- Menta S.A.S, a premier supplier of embedded FPGA (eFPGA) solutions, today announced a technology IP cooperation with Andes Technology , a founding premier member of RISC-V International and the leading supplier of 32/64bit RISC-V embedded CPU cores.",tech,direct,https://www.globenewswire.com/news-release/2020/12/07/2140834/0/en/Menta-and-Andes-Announce-Partnership-Enabling-Hardware-Reconfiguring-for-ISA-Extension.html
Andes Technology,HunterSun,51,202,"HSINCHU, TAIWAN, June 12, 2018 (GLOBE NEWSWIRE) -- Andes Technology Corporation, the leading Asia-based supplier of small, low-power, high performance 32/64-bit embedded CPU cores, today announced that HunterSun Corporation has licensed its mid-range AndesCore™ N1068A-S for the HunterSun HS6601 single-chip Bluetooth SoC that receives wireless audio, drives speakers and digitizes microphone input.",tech,direct,https://www.globenewswire.com/news-release/2018/06/12/1520227/0/en/HunterSun-Corporation-Licenses-AndesCore-N1068A-S-for-Its-HS6601-Single-Chip-Bluetooth-SoC-Targeting-Wireless-Audio-Applications.html
Andes Technology,Greenwave,0,21,"Andes Technology and Greenwave have also developed ICs around the ISA.. Renesas and Andes share the same vision to welcome the era of RISC-V being the mainstream CPU instruction set architecture (ISA) for system-on-chips (SoC),” said Frankwell Lin, President of Andes Technology.",tech,direct,https://www.newelectronics.co.uk/electronics-technology/whats-all-the-hype-about/230146/; 
Andes Technology,Imperas,136,196,"That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",tech,direct,https://www.eenewseurope.com/news/andes-partners-eda-tool-vendors-more-risc-v-soc-support
Andes Technology,Imperas,136,196,"That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",tech,direct,https://www.eenewseurope.com/news/andes-partners-eda-tool-vendors-more-risc-v-soc-support
Andes Technology,Lauterbach,136,205,"That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",tech,direct,https://www.eenewseurope.com/news/andes-partners-eda-tool-vendors-more-risc-v-soc-support
Andes Technology,Mentor,136,217,"That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",tech,direct,https://www.eenewseurope.com/news/andes-partners-eda-tool-vendors-more-risc-v-soc-support
Andes Technology,UltraSoC,136,229,"That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",tech,direct,https://www.eenewseurope.com/news/andes-partners-eda-tool-vendors-more-risc-v-soc-support
Andes Technology,SecureRF,97,-1,"The company has partnerships with leading semiconductor manufacturers and IP providers including Andes Technology, Arm, Codasip, Intel, Renesas, STMicroelectronics, SiFive and Synopsys, and offers Software Development Kits, RTL, and tools for a wide range of environments.",tech,direct,https://www.prnewswire.com/news-releases/securerf-security-library-receives-iso-26262-automotive-safety-certification-300862566.html
Andes Technology,Mediatek,30,0,"Mediatek has already absorbed Andes Technology for MCUs, Goodix for touchscreen controller ICs, and mCube for MEMS.",tech,direct,https://www.electronicsweekly.com/news/business/finance/taiwans-ic-design-houses-consolidating-2015-09/
Andes Technology,Menta,61,21,"“It is an honour for Menta to work in close partnership with Andes Technology Corporation,” said Menta Chief Executive Officer Vincent Markus.",tech,direct,https://www.globenewswire.com/news-release/2020/12/07/2140834/0/en/Menta-and-Andes-Announce-Partnership-Enabling-Hardware-Reconfiguring-for-ISA-Extension.html
Andes Technology,Picocom,232,22,"We are delighted that Picocom recognizes the strength of N25F and utilizes dozens of them in clusters, along with the integrated Platform AE350 to design its advanced 5G small cell SoC.” said Dr. Charlie Su, CTO and Executive VP of Andes Technology.",tech,direct,https://www.globenewswire.com/news-release/2020/08/04/2072413/0/en/Picocom-Embeds-32-Andes-N25F-RISC-V-Cores-into-Its-5G-NR-Small-Cell-Baseband-SoC.html
Andes Technology,Linux,133,-1,"According to Raj, the recent 4.19 release added QEMU virt board drivers “thanks to major contributions from UC Berkeley, SiFive, and Andes Technology.”",tech,direct,http://linuxgizmos.com/risc-v-linux-development-in-full-swing/
Andes Technology,Rafael Microelectronics,0,78,"Andes Technology, a global leader in 32/64-bit RISC-V CPU core solutions, and Rafael Microelectronics, a leading provider for RF IP and wireless communication subsystem cores, are announcing a strategic partnership to bring a wireless IoT connectivity solution based on RISC-V cores to the industry.",tech,direct,https://www.design-reuse.com/news/49304/andes-rafael-partnership-wireless-ip-iot.html
Andes Technology,Telink,83,162,"“We believe the RVP is going to open a new era for data computation on MCUs,” says Andes Technology President Frankwell Lin. “We are grateful to collaborate with Telink and IAR to build the foundation of the RVP ecosystem for edge Artificial Intelligence of Things (AIoT) use cases. ",tech,direct,https://www.eetindia.co.in/first-core-with-risc-v-vector-instruction-extension-delivered/; 
Andes Technology,IAR,83,173,"“We believe the RVP is going to open a new era for data computation on MCUs,” says Andes Technology President Frankwell Lin. “We are grateful to collaborate with Telink and IAR to build the foundation of the RVP ecosystem for edge Artificial Intelligence of Things (AIoT) use cases. ",tech,direct,https://www.eetindia.co.in/first-core-with-risc-v-vector-instruction-extension-delivered/; 
Andes Technology,Renesas Electronics,88,0,Renesas Electronics has now announced that it will use a 32-bit RISC-V core designed by Andes Technology for its upcoming application-specific standard products (ASSPs).,tech,direct,https://www.techradar.com/news/major-arm-licensee-adopts-royalty-free-risc-v-core-for-next-gen-processors
Andes Technology,SK Telecom,0,108,"Andes Technology Corp. today announced that its 64-bit AndesCore™ AX25 RISC-V processor has been adopted by SK Telecom (hereinafter referred to as “SKT”), Korea’s leading ICT company, for the development of artificial intelligence products.",tech,direct,https://www.globenewswire.com/news-release/2021/01/06/2154566/0/en/Andes-Technology-Provides-RISC-V-CPU-Core-to-SK-Telecom.html
Andes Technology,Task Group,316,268,"Packed-SIMD provides edge processors more computing power with higher energy efficiency and minimal increase in cost, and such capability empowers edge devices to deal with voice and slow video processing,"" comments Dr. Chuanhua Chang, the Chair of RISC-V P extension Task Group and Head of Architecture Division of Andes Technology Corporation.",human,direct,https://www.prnewswire.com/news-releases/iar-systems-launches-support-for-the-risc-v-p-extension-for-packed-simd-instructions-301070722.html
Andes Technology,Telink Semiconductor,25,0,"Telink Semiconductor and Andes Technology are proud to introduce the new connectivity system on a chip (SoC) for Telink’s latest product line, the TLSR9 series.",tech,direct,https://www.prweb.com/releases/telink_and_andes_announce_the_tlsr9_soc_with_risc_v_processor/prweb17516255.htm
Andes Technology,Tiempo Secure,17,180,"“By working with Andes Technology we’re able to dramatically enhance the security that developers need to protect their IoT ecosystems based on RISC-V,” said Serge Maginot, CEO of Tiempo Secure.",tech,direct, https://www.globenewswire.com/en/news-release/2019/10/01/1923632/0/en/Andes-Technology-and-Tiempo-Secure-Announce-Strategic-Partnership-to-Enhance-RISC-V-Platform-Security-up-to-CC-EAL5-Certification.html
Andes Technology,Silex Insight,18,0,Silex Insight and Andes Technology extend their partnership by offering the eSecure solution as part of the Andes security framework called AndeSentry™.,tech,direct,https://www.design-reuse.com/news/49785/silex-insight-andes-root-of-trust-security-ip.html; https://www.design-reuse.com/news/49785/silex-insight-andes-root-of-trust-security-ip.html
Mosel Vitelic,Goal Semiconductor Inc.,103,20,"That’s when he sold Goal Semiconductor Inc., a Montreal-based company he founded, to Taiwanese company Mosel Vitelic Inc., which planned — along with Quebec’s Société générale de financement — to build a multi-billion-dollar microchip wafer manufacturing plant in the province.",finacial,direct,https://financialpost.com/technology/fishing-for-chips-making-the-case-for-a-homegrown-canadian-semiconductor-industry
Faraday Technology,West Virginia University ,0,90,"Faraday Technology Inc. He received his B.S. in Chemical Engineering and Mathematics from West Virginia University (Morgantown, WV) in 2003, his M.S. and Ph.D. in Chemical Engineering from the University of Notre Dame (Notre Dame, IN) in 2006 and 2007, respectively.",human,direct,https://www.pfonline.com/articles/a-novel-pretreatment-process-for-direct-electrodeposition-onto-aluminum-alloys
Faraday Technology,University of Notre Dame,0,104,"Faraday Technology Inc. He received his B.S. in Chemical Engineering and Mathematics from West Virginia University (Morgantown, WV) in 2003, his M.S. and Ph.D. in Chemical Engineering from the University of Notre Dame (Notre Dame, IN) in 2006 and 2007, respectively.",human,direct,https://www.pfonline.com/articles/a-novel-pretreatment-process-for-direct-electrodeposition-onto-aluminum-alloys
Faraday Technology,U.S. Environmental Protection Agency (EPA) ,20,58,"EPA awards $100K to Faraday Technology in Englewood.. The U.S. Environmental Protection Agency (EPA) announced $2,499,229 in awards to 24 U.S. small businesses, including $100,000 to Faraday Technology, Inc. in Englewood.",human,direct,https://www.wdtn.com/news/local-news/epa-awards-100k-to-faraday-technology-in-englewood/
Faraday Technology,Floadia,124,0,"Floadia had raised about 2.4 billion yen from INCJ (Japanese government fund), UMC Capital (Taiwanese foundry's affiliate), Faraday Technology (Taiwanese ASIC design company), etc.",financial,direct,https://www.prnewswire.com/news-releases/floadia-raises-1-2-billion-yen-to-develop-new-memory-technology-that-can-be-disruptor-in-ai-edge-computing-301161379.html
Faraday Technology,Huawei,219,152,"These individuals include Sunhom Steve Paak, who had previously been a technology officer at HiSilicon Technologies, and Wang Hsin-shih, a Taiwan-based Huawei tech development team leader and a former vice-president at Faraday Technology, a chip design subsidiary of United Microelectronics.",human,direct,https://www.cfr.org/blog/cyber-week-review-october-18-2019
Faraday Technology,SGS-TÜV Saar,35,208,"Hsinchu, Taiwan -- Jan. 19 2017 -- Faraday Technology Corporation (TWSE: 3035), a leading ASIC design service and IP provider, has received the certificate of ISO 26262 (Road vehicles-functional safety) from SGS-TÜV Saar on its design development process.",tech,direct,https://www.design-reuse.com/news/41262/faraday-iso-26262-certified-asic-service-company.html
Faraday Technology,United Microelectronics Corp. (UMC),10,45,"GUC rival Faraday Technology, a spinoff from United Microelectronics Corp. (UMC), says ASICs account for about two-thirds of the company’s business.",tech,direct,https://semiengineering.com/week-in-review-manufacturing-test-148/; https://www.businesswire.com/news/home/20200322005049/en/Faraday%E2%80%99s-28Gbps-SerDes-IP-Now-Available-on-UMC%E2%80%99s-28HPC-Process; https://www.eetasia.com/18041203-taiwanese-design-houses-shoot-for-ai-bitcoin/; https://www.design-reuse.com/news/49336/faraday-imaging-display-high-speed-interface-ip-umc-28nm-40nm.html
Faraday Technology,University of Texas,0,50,"Faraday Technology, along with researchers at the University of Texas at Dallas, will create an in-space manufacturing process to directly print next-generation covetic materials (nanocarbon-infused metals/alloys) in Low Earth Orbit (LEO) via an electro-co-deposition approach to leverage the unique capabilities of the International Space Station (ISS).",tech,direct,https://3dprint.com/280413/nasa-funds-36-space-3d-printing-projects-here-are-the-15-most-exciting/
Taiwan Mask Corporation,United Renewable Energy,141,-1,"It said that its board of directors approved the disposal of the Jhunan Kebei manufacturing facility for NT$1.04 billion (~$35.3 million) to Taiwan Mask Corporation, a manufacturer of masks for semiconductor production processes.",approved,direct,https://mercomindia.com/ure-sells-solar-manufacturing-unit/
AP Memory Technology,DRAM,38,129,"TAIPEI, July 26, 2020 /PRNewswire/ -- AP Memory Technology Corporation (AP Memory, TWSE: 6531), a leading supplier of innovative DRAM products, has joined the NXP Connect Partner Program.",tech,direct,https://www.prnewswire.com/news-releases/ap-memory-joins-nxp-partner-program-301099378.html
AP Memory Technology,Ambiq,146,0,"Ambiq, a recognized technology leader in ultra-low power microcontrollers (MCU), System-on-Chips (SoC), and Real-time Clocks (RTC), together with AP Memory Technology Corp., a global supplier of ultra-low power and low pin count PSRAM (IoT RAM), and an emerging supplier of low-density LPDRAM, AI memory solutions for edge and IoT applications, have partnered to enable richer experiences in next-generation battery-powered intelligent endpoint devices.",tech,direct,https://www.ept.ca/2021/03/ambiq-and-ap-memory-partner/
AP Memory Technology,NXP Connect Partner Program,38,159,"TAIPEI, July 26, 2020 /PRNewswire/ -- AP Memory Technology Corporation (AP Memory, TWSE: 6531), a leading supplier of innovative DRAM products, has joined the NXP Connect Partner Program.",tech,direct,https://www.prnewswire.com/news-releases/ap-memory-joins-nxp-partner-program-301099378.html
ChipMOS Technologies,Appleby,45,9,"Law firm Appleby acted as Bermuda counsel to ChipMOS Technologies [Bermuda] Ltd, a Bermuda company with shares listed on the Nasdaq, in relation to its US$540 million merger with its 58.3% owned subsidiary ChipMOS Technologies Taiwan, with ChipMOS Taiwan being the surviving company, effective on 31 October 2016.",law,direct,https://bernews.com/2016/11/appleby-advised-chipmos-merger-its-subsidiary/
ChipMOS Technologies,ChipMOS Technologies [Bermuda] Ltd,45,45,"Law firm Appleby acted as Bermuda counsel to ChipMOS Technologies [Bermuda] Ltd, a Bermuda company with shares listed on the Nasdaq, in relation to its US$540 million merger with its 58.3% owned subsidiary ChipMOS Technologies Taiwan, with ChipMOS Taiwan being the surviving company, effective on 31 October 2016.",law,direct,https://bernews.com/2016/11/appleby-advised-chipmos-merger-its-subsidiary/
ChipMOS Technologies,Forward Pharma,28,83,"Klarman exited positions in ChipMOS Technologies (IMOS), Orexigen Therapeutics and Forward Pharma (FWP).",human,direct,https://www.investopedia.com/news/klarman-bought-21st-century-fox-q2-13f/
ChipMOS Technologies,Orexigen Therapeutics,28,57,"Klarman exited positions in ChipMOS Technologies (IMOS), Orexigen Therapeutics and Forward Pharma (FWP).",human,direct,https://www.investopedia.com/news/klarman-bought-21st-century-fox-q2-13f/
Sunplus Technology,ANT,143,52,"Cambridge, UK-based digital TV software specialist, ANT, has announced that it has licensed its ANT Galio platform and core TV applications to Sunplus Technology, a provider of multimedia systems-on-a-chip (SoC) for home entertainment applications.",tech,direct,https://itvt.com/story/7805/interactive-tv-news-round-i-accedo-broadband-lg-alticast-st-ant-sunplus
Sunplus Technology,Syntest,56,-1,"George Chou, in charge of Design Methodology Service at Sunplus Technology further commented, “SynTest TurboBIST-Memory™ has been an integrated part of the multimedia IC solutions Sunplus delivers to customers over the years.",tech,direct,https://www.businesswire.com/news/home/20160616006328/en/SynTest-Solutions-for-Automotive-IC-Design
Sunplus Technology,Myson Century,-1,272,"“We have been using SynTest TurboScan™ to generate Scan/ATPG as well as TurboBIST-Memory™ for memory BIST insertion in many of our product designs; this includes some recent automotive MCU designs for meeting auto test grading,” said Dr. Tsen-Shau Yang, Vice President at Myson Century, Inc. “We are also looking forward to using SynTest TurboFault™ Concurrent Fault Simulation tool suite to meet our requirement on Fault coverage for automotive applications,” added Dr. Yang.",tech,direct,https://www.businesswire.com/news/home/20160616006328/en/SynTest-Solutions-for-Automotive-IC-Design
Sunplus Technology,Myriad Group AG,130,0,"Myriad Group AG (SIX: MYRN), a global leader in mobile and home entertainment technology, today announces a new customer win with Sunplus Technology, a leading provider of multimedia IC solutions to home entertainment platforms and high-definition home entertainment products.",tech,direct,https://www.prnewswire.com/news-releases/myriad-group-to-power-sunplus-technologys-high-definition-home-entertainment-portfolio-106671458.html
Sunplus Technology,NetSpeed Systems Inc.,175,32,"San Jose, Calif., April 5, 2017—NetSpeed Systems Inc., the supplier of on-chip network IP that is streamlining SoC design, announced today a multi-year license agreement with Sunplus Technology for NetSpeed’s",tech,direct,https://www.design-reuse.com/news/41756/sunplus-netspeed-orion-ip-automotive.html
Sunplus Technology,Tibbo Technology,13,54,"Conceived by Sunplus Technology in collaboration with Tibbo Technology, PLUS1 takes all the sophisticated elements typically found in modern industrial-grade embedded Linux chips, adds a plethora of features targeting IoT and industrial control applications, and delivers the resulting design in a simple microcontroller-like package that needs few external components, simplifies the schematic diagram, and reduces the PCB complexity.",tech,direct,https://www.geeky-gadgets.com/industrial-control-gateway-24-04-2020/
Rectron,Acronis,304,40,"With this updated menu of services from Acronis, our resellers can build their own bespoke cybersecurity practice, which offers businesses the benefits of cloud technology with a flexible approach, depending on their budgets and circumstances,” says Elaine Wang, Cloud and Software Solutions Director at Rectron.",tech,direct,https://www.techfinancials.co.za/2021/04/19/rectron-clinches-a-distribution-deal-with-acronis/
Rectron,AOC,0,62,"Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",tech,direct,https://www.crn.com.au/news/rectron-brings-ram-and-storage-vendor-to-australia-433811
Rectron,Asus,292,15,"Speaking at an Asus media breakfast on Friday, Jasmine Lin, country product manager and marketing head for Asus SA, explained: ""SA is an aggressive market to operate in; however, we have tightened up our local operations and strengthened partnerships with distributors, which include Mustek, Rectron, Pinnacle and Tarsus Technology Group.",tech,direct,https://www.itweb.co.za/content/xA9PO7NYWEQvo4J8
Rectron,Bumba Technos,0,42,"Rectron provided the necessary support to Bumba Technos early on, equipping the SME with the tools for long-term success.",tech,direct,https://www.bizcommunity.com/Article/196/708/193041.html; https://www.bizcommunity.com/Article/196/708/193041.html; https://www.bizcommunity.com/Article/196/708/193041.html; https://www.bizcommunity.com/Article/196/708/193041.html
Rectron,Cooler Master,0,67,"Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",tech,direct,https://www.crn.com.au/news/rectron-brings-ram-and-storage-vendor-to-australia-433811
Rectron,DJI,20,46,"Spencer Chen, MD of Rectron, one of the other DJI distributors in SA, says the company has seen a good response from buyers for drone products that Rectron started bringing in at the beginning of this year.",tech,direct,https://www.itweb.co.za/content/rW1xL755WPj7Rk6m
Rectron,Gigabyte,0,82,"Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",tech,direct,https://www.crn.com.au/news/rectron-brings-ram-and-storage-vendor-to-australia-433811
Rectron,Microsoft,0,19,"Rectron recommends Microsoft Software.. When you purchase Rectron ESD, you will receive a link which takes to Office.com where you affiliate the software to your Microsoft Live ID and you will be able to download the software in a matter of minutes.. The products that are available from Rectron as Microsoft ESD are as follows:",tech,direct,https://mybroadband.co.za/news/industrynews/192796-no-more-boxes-get-your-office-electronically-via-esd-only-at-rectron.html; https://mybroadband.co.za/news/industrynews/192796-no-more-boxes-get-your-office-electronically-via-esd-only-at-rectron.html; https://mybroadband.co.za/news/industrynews/211768-get-seamless-software-delivery-from-rectron.html
Rectron,Mittoni Technology,50,18,"""I’m pleased that Mittoni has been able to assist Rectron in the implementation of our wider group strategy,"" Church added.",tech,direct,https://www.arnnet.com.au/article/644396/aussie-distributors-merge-mittoni-technology-acquires-rectron-electronics/
Rectron,Mittoni Technology,57,29,"Aussie distributors merge as Mittoni Technology acquires Rectron Electronics.. Melbourne-based computer components and peripherals distributor, Mittoni Technology has acquired fellow distributor, Rectron Electronics for an undisclosed sum.. Other acquisitions included Ventra IP acquiring On A Cloud, SpiderWeb Hosting, Boot Domains and Summit Internet; Nexion Networks buying colocation provider Site2 DC and Mittoni Technology buying fellow distributor Rectron Electronics.",financial,direct,https://www.arnnet.com.au/article/644396/aussie-distributors-merge-mittoni-technology-acquires-rectron-electronics/; https://www.arnnet.com.au/article/644396/aussie-distributors-merge-mittoni-technology-acquires-rectron-electronics/; https://www.arnnet.com.au/article/650966/more-than-30-aussie-tech-firms-were-acquired-2018/
