,entity_a,entity_b,entity_spans,sentence,Financial,Partner,People,Technical
955,Lightrock,Yara Growth Ventures,"[(121, 129), (252, 271)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
956,Lightrock,Barn Invest,"[(121, 129), (239, 249)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
957,Lightrock,Continental Grain Company,"[(121, 129), (181, 205)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
958,Lightrock,Valor Capital,"[(121, 129), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
959,Mago Capital,SP Ventures,"[(277, 288), (208, 218)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
960,Mago Capital,Provence Capital,"[(277, 288), (221, 236)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
961,Mago Capital,Yara Growth Ventures,"[(277, 288), (252, 271)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
962,Mago Capital,Barn Invest,"[(277, 288), (239, 249)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
963,Mago Capital,Continental Grain Company,"[(277, 288), (181, 205)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
964,Mago Capital,Valor Capital,"[(277, 288), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
965,SP Ventures,Provence Capital,"[(208, 218), (221, 236)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
966,SP Ventures,Yara Growth Ventures,"[(208, 218), (252, 271)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
967,SP Ventures,Barn Invest,"[(208, 218), (239, 249)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
968,SP Ventures,Continental Grain Company,"[(208, 218), (181, 205)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
969,SP Ventures,Valor Capital,"[(208, 218), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
970,Provence Capital,Yara Growth Ventures,"[(221, 236), (252, 271)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
971,Provence Capital,Barn Invest,"[(221, 236), (239, 249)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
972,Provence Capital,Continental Grain Company,"[(221, 236), (181, 205)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
973,Provence Capital,Valor Capital,"[(221, 236), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
974,Yara Growth Ventures,Barn Invest,"[(252, 271), (239, 249)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
975,Yara Growth Ventures,Continental Grain Company,"[(252, 271), (181, 205)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
976,Yara Growth Ventures,Valor Capital,"[(252, 271), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
977,Barn Invest,Continental Grain Company,"[(239, 249), (181, 205)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
978,Barn Invest,Valor Capital,"[(239, 249), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
979,Continental Grain Company,Valor Capital,"[(181, 205), (166, 178)]","Agrolend, a São Paulo, Brazil-based financial institution focused on serving farmers, raised USD27M in Series B funding. Lightrock led the Series B with support from Valor Capital, Continental Grain Company, SP Ventures, Provence Capital, Barn Invest, Yara Growth Ventures and Mago Capital",0.0,0.0,0.0,0.0
980,Itaú Asset Management,JGP Asset Management,"[(387, 407), (413, 432)]","Agrolend is present in more than 10 Brazilian states and in several segments such as soybeans, corn, coffee, sugar cane, fruits, livestock and dairy cattle. The Series B follows the raising of a new R$150m securitization vehicle for its agribusiness loans in the form of a FIAGRO – a special investment fund for agribusiness-related assets – which was backed by asset managers including Itaú Asset Management and JGP Asset Management",0.0,0.0,0.0,0.0
981,Black Capital,Dundee Venture Capital,"[(279, 291), (232, 253)]","BuildWithin, a Fairfax, VA-based software platform that provides employers with the ability to create and manage apprenticeship and workplace training programs, launched with $2.4M in Pre-Seed funding. The Pre-Seed round was led by Dundee Venture Capital with participation from Black Capital, Atento Capital, and Global Impact Fund II",0.0,0.0,0.0,0.0
982,Black Capital,Global Impact Fund II,"[(279, 291), (314, 334)]","BuildWithin, a Fairfax, VA-based software platform that provides employers with the ability to create and manage apprenticeship and workplace training programs, launched with $2.4M in Pre-Seed funding. The Pre-Seed round was led by Dundee Venture Capital with participation from Black Capital, Atento Capital, and Global Impact Fund II",0.0,0.0,0.0,0.0
983,Black Capital,Atento Capital,"[(279, 291), (294, 307)]","BuildWithin, a Fairfax, VA-based software platform that provides employers with the ability to create and manage apprenticeship and workplace training programs, launched with $2.4M in Pre-Seed funding. The Pre-Seed round was led by Dundee Venture Capital with participation from Black Capital, Atento Capital, and Global Impact Fund II",0.0,0.0,0.0,0.0
984,Dundee Venture Capital,Global Impact Fund II,"[(232, 253), (314, 334)]","BuildWithin, a Fairfax, VA-based software platform that provides employers with the ability to create and manage apprenticeship and workplace training programs, launched with $2.4M in Pre-Seed funding. The Pre-Seed round was led by Dundee Venture Capital with participation from Black Capital, Atento Capital, and Global Impact Fund II",0.0,0.0,0.0,0.0
985,Dundee Venture Capital,Atento Capital,"[(232, 253), (294, 307)]","BuildWithin, a Fairfax, VA-based software platform that provides employers with the ability to create and manage apprenticeship and workplace training programs, launched with $2.4M in Pre-Seed funding. The Pre-Seed round was led by Dundee Venture Capital with participation from Black Capital, Atento Capital, and Global Impact Fund II",0.0,0.0,0.0,0.0
986,Global Impact Fund II,Atento Capital,"[(314, 334), (294, 307)]","BuildWithin, a Fairfax, VA-based software platform that provides employers with the ability to create and manage apprenticeship and workplace training programs, launched with $2.4M in Pre-Seed funding. The Pre-Seed round was led by Dundee Venture Capital with participation from Black Capital, Atento Capital, and Global Impact Fund II",0.0,0.0,0.0,0.0
987,DC Downtown Improvement District,Cyangate Technologies,"[(157, 188), (92, 112)]","BuildWithin is an approved national intermediary with the US Department of Labor and counts Cyangate Technologies, Northern Virginia Technology Council, the DC Downtown Improvement District, and George Washington University as customers",0.0,0.0,0.0,0.0
988,DC Downtown Improvement District,George Washington University,"[(157, 188), (195, 222)]","BuildWithin is an approved national intermediary with the US Department of Labor and counts Cyangate Technologies, Northern Virginia Technology Council, the DC Downtown Improvement District, and George Washington University as customers",0.0,0.0,0.0,0.0
989,DC Downtown Improvement District,Northern Virginia Technology Council,"[(157, 188), (115, 150)]","BuildWithin is an approved national intermediary with the US Department of Labor and counts Cyangate Technologies, Northern Virginia Technology Council, the DC Downtown Improvement District, and George Washington University as customers",0.0,0.0,0.0,0.0
990,Cyangate Technologies,George Washington University,"[(92, 112), (195, 222)]","BuildWithin is an approved national intermediary with the US Department of Labor and counts Cyangate Technologies, Northern Virginia Technology Council, the DC Downtown Improvement District, and George Washington University as customers",0.0,0.0,0.0,0.0
991,Cyangate Technologies,Northern Virginia Technology Council,"[(92, 112), (115, 150)]","BuildWithin is an approved national intermediary with the US Department of Labor and counts Cyangate Technologies, Northern Virginia Technology Council, the DC Downtown Improvement District, and George Washington University as customers",0.0,0.0,0.0,0.0
992,George Washington University,Northern Virginia Technology Council,"[(195, 222), (115, 150)]","BuildWithin is an approved national intermediary with the US Department of Labor and counts Cyangate Technologies, Northern Virginia Technology Council, the DC Downtown Improvement District, and George Washington University as customers",0.0,0.0,0.0,0.0
993,EthAum Ventures,Goldman Sachs UK,"[(196, 210), (255, 270)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
994,EthAum Ventures,Edenbase,"[(196, 210), (118, 125)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
995,EthAum Ventures,Sangha Capital,"[(196, 210), (131, 144)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
996,EthAum Ventures,Goldacre,"[(196, 210), (186, 193)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
997,EthAum Ventures,ACTAI Ventures,"[(196, 210), (170, 183)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
998,Goldman Sachs UK,Edenbase,"[(255, 270), (118, 125)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
999,Goldman Sachs UK,Sangha Capital,"[(255, 270), (131, 144)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1000,Goldman Sachs UK,Goldacre,"[(255, 270), (186, 193)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1001,Goldman Sachs UK,ACTAI Ventures,"[(255, 270), (170, 183)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1002,Edenbase,Sangha Capital,"[(118, 125), (131, 144)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1003,Edenbase,Goldacre,"[(118, 125), (186, 193)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1004,Edenbase,ACTAI Ventures,"[(118, 125), (170, 183)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1005,Sangha Capital,Goldacre,"[(131, 144), (186, 193)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1006,Sangha Capital,ACTAI Ventures,"[(131, 144), (170, 183)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1007,Goldacre,ACTAI Ventures,"[(186, 193), (170, 183)]","Faradai, a London, UK-based net zero intelligence company, raised $2.4M in Pre-Series A funding. The round was led by Edenbase and Sangha Capital with participation from ACTAI Ventures, Goldacre, EthAum Ventures and multiple investment professionals from Goldman Sachs UK and angel investors from the UAE, Turkiye, and India",0.0,0.0,0.0,0.0
1008,MediaMarkt,IKEA,"[(172, 181), (142, 145)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1009,MediaMarkt,Vodafone,"[(172, 181), (157, 164)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1010,MediaMarkt,PepsiCo,"[(172, 181), (148, 154)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1011,MediaMarkt,BBVA,"[(172, 181), (184, 187)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1012,MediaMarkt,GAP,"[(172, 181), (217, 219)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1013,MediaMarkt,BNP Paribas,"[(172, 181), (190, 200)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1014,MediaMarkt,M&S,"[(172, 181), (167, 169)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1015,MediaMarkt,QNB,"[(172, 181), (203, 205)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1016,MediaMarkt,Bank Audi,"[(172, 181), (222, 230)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1017,MediaMarkt,Delivery Hero,"[(172, 181), (236, 248)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1018,MediaMarkt,SOCAR,"[(172, 181), (251, 255)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1019,MediaMarkt,DHL,"[(172, 181), (261, 263)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1020,MediaMarkt,Shell,"[(172, 181), (135, 139)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1021,MediaMarkt,Sephora,"[(172, 181), (208, 214)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1022,IKEA,Vodafone,"[(142, 145), (157, 164)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1023,IKEA,PepsiCo,"[(142, 145), (148, 154)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1024,IKEA,BBVA,"[(142, 145), (184, 187)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1025,IKEA,GAP,"[(142, 145), (217, 219)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1026,IKEA,BNP Paribas,"[(142, 145), (190, 200)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1027,IKEA,M&S,"[(142, 145), (167, 169)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1028,IKEA,QNB,"[(142, 145), (203, 205)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1029,IKEA,Bank Audi,"[(142, 145), (222, 230)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1030,IKEA,Delivery Hero,"[(142, 145), (236, 248)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1031,IKEA,SOCAR,"[(142, 145), (251, 255)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1032,IKEA,DHL,"[(142, 145), (261, 263)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1033,IKEA,Shell,"[(142, 145), (135, 139)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1034,IKEA,Sephora,"[(142, 145), (208, 214)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1035,Vodafone,PepsiCo,"[(157, 164), (148, 154)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
1036,Vodafone,BBVA,"[(157, 164), (184, 187)]","Currently reporting data from more than 18000 sites in 16 countries worldwide, Faradai's platform is used by many of companies such as Shell, IKEA, PepsiCo, Vodafone, M&S, MediaMarkt, BBVA, BNP Paribas, QNB, Sephora, GAP, Bank Audi and Delivery Hero, SOCAR and DHL.",0.0,0.0,0.0,0.0
